<GROUP>,,
</GROUP>,,
<ERRCODE>,,
0065,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH1の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
0066,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH2の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
0067,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH3の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
0068,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH4の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
0069,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH5の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
006A,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH6の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
006B,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH7の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
006C,MELSOFT製品でのインテリジェント機能ユニットスイッチで，CH8の出力レンジが設定できない値の設定になっています。,MELSOFT製品のパラメータ設定で正しいパラメータに設定し直してください。
006F,起動時のユニットエラーです。,"電源のON/OFFを再び行ってください。
再度発生する場合は，ユニットの故障が考えられます。最寄の代理店または支社に不具合症状を説明，ご相談ください。"
00A1,オフセット・ゲイン設定モード時にG(P).OGSTOR命令を実行しています。,オフセット・ゲイン設定モード時はG(P).OGSTOR命令を実行しないでください。
00A2,"・G(P).OGSTOR命令が連続実行されています。
・オフセット・ゲイン設定時，設定値をE2PROMに26回以上書込みをしています。","・1ユニットに対して1回のみG(P).OGSTOR命令を実行してください。
・オフセット・ゲイン設定時，設定値の書込みを1度に1回のみにしてください。"
00A3,G(P).OGLOAD命令を実行した機種と異なる機種に対してG(P).OGSTOR命令を実行しています。,"同一機種に対してG(P).OGLOAD，G(P).OGSTOR命令を実行してください。"
0191,CH1のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0192,CH2のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0193,CH3のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0194,CH4のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0195,CH5のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0196,CH6のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0197,CH7のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
0198,CH8のユーザレンジ設定時，またはユーザレンジ復元時，オフセット値≧ゲイン値となっています。,オフセット値＜ゲイン値に設定し直してください。
01F4,オフセット・ゲイン設定中に複数チャンネルが同時に設定されています。,"バッファメモリアドレス22,23(Un\G22,Un\G23)に正しい値を設定してください。"
0259,CH1に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025A,CH2に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025B,CH3に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025C,CH4に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025D,CH5に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025E,CH6に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
025F,CH7に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
0260,CH8に設定したディジタル値が範囲外です。,範囲内の値を設定してください。
02BC,オフセット・ゲイン設定モード中における，アナログ調整出力の設定値範囲外です。,バッファメモリアドレス24(Un\G24)の内容を，－3000～3000の範囲に修正してください。
</ERRCODE>,,
