<GROUP>,,,
4000-4FFF,CPUのエラー,CPUのユーザーズマニュアルを参照ください。,********.csv
7000-7FFF,シリアルコミュニケーションユニット，インテリジェントコミュニケーションユニットなどのエラー,シリアルコミュニケーションユニット，インテリジェントコミュニケーションユニットのマニュアルを参照ください。,ERR_QJ71C24.csv
B000-BFFF,CC-Linkユニットのエラー,CC-Linkユニットのマニュアルを参照ください。,ERR_QS0J61BT12.csv
C000-CFFF,Ethernetユニット，FL-netユニットなどのエラー,Ethernetユニット，FL-netユニットなどのマニュアルを参照ください。,ERR_QJ71E71.csv
E000-EFFF,CC IE Controlユニットのエラー,CC IE Controlユニットのマニュアルを参照ください。,ERR_QJ71GP21.csv
F000-FFFF,MELSECNET/Hユニット，MELSECNET/10ユニットなどのエラー,MELSECNET/Hユニット，MELSECNET/10ユニットなどのマニュアルを参照ください。,ERR_QJ71LP21.csv
</GROUP>,,,
<ERRCODE>,,,
D000,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D001,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D002,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D003,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D004,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D005,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D006,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D007,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D00F,ネットワークユニット異常,"・ノイズなどによる誤動作が考えられます。電線やケーブルの距離，各機器の接地などを確認してノイズ対策を行ってください。
・ハードウェアテストおよび自己折返しテストを実行してください。再度異常になったときは，マスタ・ローカルユニットのハードウェアに異常が考えられます。最寄りのシステムサービス，代理店，または支社に症状を説明し，ご相談ください。"
D010,パラメータ異常(RXサイズオーバ),"RXデバイスの割付点数を修正してください。"
