<GROUP>,,,
4000-4FFF,CPUのエラー,CPUのユーザーズマニュアルを参照ください。,********.csv
7000-7FFF,シリアルコミュニケーションユニット、インテリジェントコミュニケーションユニットなどのエラー,シリアルコミュニケーションユニット、インテリジェントコミュニケーションユニットのマニュアルを参照ください。,ERR_QJ71C24.csv
B000-BFFF,CC-Linkユニットのエラー,CC-Linkユニットのエラーを参照ください。,ERR_QJ61BT11.csv
C000-CFFF,Ethernetユニット、FL-netユニットなどのエラー,Ethernetユニット、FL-netユニットなどのマニュアルを参照ください。,ERR_QJ71E71.csv
F000-FFFF,MELSECNET/Hユニット、MELSECNET/10ユニットなどのエラー,MELSECNET/Hユニット、MELSECNET/10ユニットなどのマニュアルを参照ください。,ERR_QJ71LP21.csv
</GROUP>,,,
<ERRCODE>,,,
E000,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E001,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E002,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E003,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E004,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E005,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E006,受信キューフル異常,・トランジェント伝送を一時中断したあとに再度実行してください。・トランジェント伝送の使用頻度を下げたあとに再度実行してください。・COM命令を使用して，トランジェント伝送の処理頻度を上げてください。（9.2.1項　専用命令の注意事項（共通））・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。,
E007,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。,
E008,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E009,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00A,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00B,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00C,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00D,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00E,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E00F,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E010,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E011,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E012,パラメータチェック結果異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E013,パラメータチェック結果異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E014,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E015,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E016,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E017,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E018,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E019,シーケンサCPU異常,・最寄りの支社または代理店にご相談ください。
E01A,シーケンサCPU停止エラー異常,・GX Developerの「PC診断」にて，エラー内容を確認し，処置してください。
E01B,CPUユニット電源断異常,・CPUユニットの電源がOFFしています。電源を再投入してください。
E01C,ネットワークユニット異常,・最寄りの支社または代理店にご相談ください。
E101,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E102,自局予約局設定異常,・管理局の「ネットワーク範囲割付」で予約局指定を外してください。・予約局指定されていない局番に変更してください。
E103,自局局番範囲外異常,・管理局のネットワーク設定で総局数を大きくしてください。・総局数以内の局番に変更してください。
E104,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E105,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E106,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E107,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E108,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E109,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
E10A,パラメータ異常,・ネットワークパラメータをPC書込みしてください。・上記処置後も異常な場合は，最寄りの支社または代理店にご相談ください。
